Thumb,Index,Middle,Ring,Pinky,X,Y,Label
19,31,16,21,0,136,-1240,Ó
19,31,15,21,0,128,-1248,Ó
20,31,16,23,4,136,-1240,Ó
19,33,16,23,9,152,-1272,Ó
19,31,16,23,6,144,-1256,Ó
20,31,16,23,4,144,-1264,Ó
20,30,16,24,0,136,-1264,Ó
19,31,16,43,0,152,-1240,Ó
19,29,16,31,0,136,-1232,Ó
18,32,16,28,0,136,-1256,Ó
19,34,17,21,9,136,-1264,Ó
18,31,17,22,6,144,-1280,Ó
20,31,15,18,0,104,-1280,Ó
19,31,16,25,6,72,-1272,Ó
19,31,15,24,0,104,-1240,Ó
20,30,15,26,0,112,-1232,Ó
19,32,16,27,2,104,-1256,Ó
19,34,17,28,6,120,-1240,Ó
19,34,17,31,6,128,-1280,Ó
18,34,16,41,4,144,-1256,Ó
18,32,16,43,0,136,-1272,Ó
20,29,16,42,0,136,-1248,Ó
19,28,16,58,2,128,-1248,Ó
18,30,16,48,6,120,-1224,Ó
19,32,17,54,9,128,-1248,Ó
20,31,16,52,0,128,-1256,Ó
20,34,16,48,6,136,-1264,Ó
18,31,16,34,4,104,-1256,Ó
19,31,16,37,0,112,-1256,Ó
19,29,15,40,0,120,-1264,Ó
19,31,16,39,4,128,-1264,Ó
19,32,17,39,6,144,-1256,Ó
19,31,16,38,2,112,-1248,Ó
19,32,16,39,0,128,-1256,Ó
19,31,16,40,6,136,-1264,Ó
18,30,15,39,0,112,-1248,Ó
19,30,16,40,0,120,-1240,Ó
19,31,16,40,6,128,-1248,Ó
19,32,17,42,6,112,-1224,Ó
19,31,15,42,6,128,-1256,Ó
19,31,16,39,6,128,-1232,Ó
19,31,16,46,4,120,-1256,Ó
19,30,16,45,0,120,-1256,Ó
18,30,16,46,0,120,-1240,Ó
19,31,16,46,2,128,-1232,Ó
19,34,17,47,9,136,-1256,Ó
20,32,16,46,6,120,-1248,Ó
18,30,16,41,2,120,-1248,Ó
19,32,16,41,2,112,-1248,Ó
18,30,16,39,0,120,-1232,Ó
18,31,15,41,0,128,-1264,Ó
19,31,16,41,6,120,-1240,Ó
19,32,17,41,4,128,-1248,Ó
18,32,16,39,2,128,-1248,Ó
19,31,16,40,2,120,-1256,Ó
19,30,15,43,0,136,-1264,Ó
19,31,16,43,0,128,-1240,Ó
18,30,16,41,2,120,-1240,Ó
19,31,16,39,4,128,-1248,Ó
19,32,16,39,4,136,-1280,Ó
19,31,16,39,4,128,-1248,Ó
18,31,16,41,4,128,-1240,Ó
19,31,16,45,4,120,-1240,Ó
19,29,16,45,0,120,-1232,Ó
19,30,16,47,0,128,-1256,Ó
19,31,16,48,4,120,-1240,Ó
19,32,16,48,6,128,-1256,Ó
19,31,16,44,4,136,-1272,Ó
19,31,16,44,4,136,-1272,Ó
19,31,16,45,0,120,-1224,Ó
18,31,16,43,0,120,-1248,Ó
19,30,16,43,0,136,-1272,Ó
19,31,16,47,4,128,-1240,Ó
19,31,16,48,6,128,-1256,Ó
19,32,16,46,4,128,-1264,Ó
18,31,16,46,2,128,-1232,Ó
19,32,16,45,0,120,-1240,Ó
19,30,15,44,0,128,-1264,Ó
19,31,16,45,2,136,-1272,Ó
19,31,16,45,2,120,-1248,Ó
19,31,16,44,4,120,-1248,Ó
19,31,16,44,2,120,-1256,Ó
19,30,16,43,4,120,-1240,Ó
19,31,16,43,0,144,-1272,Ó
19,30,16,42,0,120,-1248,Ó
19,30,16,43,2,128,-1248,Ó
19,31,17,45,6,128,-1240,Ó
19,31,16,46,4,120,-1248,Ó
18,31,17,45,2,120,-1248,Ó
19,32,16,45,0,136,-1264,Ó
19,31,16,45,2,136,-1280,Ó
18,30,16,44,0,120,-1256,Ó
18,29,16,44,0,128,-1248,Ó
19,31,16,44,2,144,-1272,Ó
19,30,16,45,2,120,-1232,Ó
20,31,16,46,4,128,-1264,Ó
19,31,16,44,2,128,-1264,Ó
19,31,16,44,0,120,-1216,Ó
19,30,16,41,0,120,-1240,Ó
19,31,15,41,0,128,-1240,Ó
19,31,16,43,4,128,-1280,Ó
19,31,16,43,4,136,-1264,Ó
19,31,16,43,0,128,-1256,Ó
19,30,16,43,0,136,-1272,Ó
19,30,16,43,0,128,-1240,Ó
19,30,16,42,0,120,-1248,Ó
18,29,16,42,4,120,-1224,Ó
19,32,16,43,4,120,-1248,Ó
19,31,16,42,4,128,-1256,Ó
19,31,16,43,4,128,-1264,Ó
19,31,16,43,0,128,-1248,Ó
19,30,16,43,0,128,-1240,Ó
87,95,117,97,13,160,-1184,ã
87,99,117,97,15,152,-1176,ã
86,94,115,97,13,160,-1184,ã
87,92,116,95,9,136,-1192,ã
86,94,116,97,13,160,-1184,ã
88,96,117,97,20,136,-1152,ã
87,96,116,99,22,144,-1168,ã
87,94,116,97,20,136,-1160,ã
86,93,115,99,15,144,-1168,ã
86,93,116,96,13,136,-1160,ã
86,91,115,93,9,144,-1144,ã
84,89,114,94,15,160,-1184,ã
85,95,116,96,24,136,-1144,ã
85,95,116,97,11,152,-1176,ã
86,93,115,97,13,144,-1184,ã
85,94,114,97,15,160,-1168,ã
84,90,114,96,9,152,-1160,ã
83,92,115,94,13,160,-1120,ã
85,91,116,95,18,176,-1136,ã
85,94,117,98,24,168,-1128,ã
86,93,115,97,20,152,-1144,ã
85,90,115,98,24,144,-1144,ã
85,92,113,97,29,160,-1168,ã
85,88,113,93,22,144,-1144,ã
84,90,114,92,20,152,-1152,ã
84,92,116,92,29,136,-1152,ã
86,95,115,93,31,144,-1152,ã
86,94,116,93,22,160,-1152,ã
85,94,114,93,29,136,-1160,ã
85,93,114,91,31,160,-1200,ã
85,88,114,92,29,144,-1224,ã
86,90,114,91,33,128,-1232,ã
86,93,115,91,36,120,-1208,ã
86,95,114,92,33,128,-1208,ã
87,95,113,91,27,120,-1200,ã
86,92,114,90,29,128,-1232,ã
86,94,112,89,29,128,-1224,ã
85,90,111,87,24,136,-1240,ã
85,90,112,86,31,128,-1224,ã
87,93,114,89,31,128,-1216,ã
85,94,114,89,29,128,-1208,ã
84,90,113,90,31,128,-1232,ã
85,94,113,90,31,128,-1208,ã
85,91,113,88,27,128,-1216,ã
86,90,113,86,22,136,-1216,ã
87,91,112,86,27,128,-1216,ã
86,93,113,88,31,136,-1232,ã
86,92,114,89,29,128,-1216,ã
85,91,113,89,24,128,-1200,ã
85,94,111,87,29,136,-1224,ã
85,91,113,89,27,144,-1248,ã
84,88,113,87,18,136,-1224,ã
84,91,113,87,27,136,-1208,ã
84,92,113,90,31,128,-1208,ã
84,94,113,90,29,136,-1208,ã
82,93,114,90,29,128,-1216,ã
84,93,114,88,29,144,-1232,ã
83,93,112,88,22,128,-1216,ã
83,87,113,88,18,136,-1216,ã
84,89,113,86,24,136,-1200,ã
84,91,113,88,29,136,-1200,ã
83,91,113,87,27,136,-1224,ã
82,92,112,86,24,136,-1224,ã
83,91,111,89,15,152,-1232,ã
84,90,112,86,20,152,-1224,ã
83,90,110,84,18,120,-1192,ã
85,90,111,87,24,104,-1224,ã
84,91,112,88,29,96,-1224,ã
85,92,112,88,24,104,-1192,ã
84,93,113,85,22,112,-1200,ã
83,92,111,85,24,112,-1224,ã
84,89,110,86,20,120,-1216,ã
84,88,109,84,6,120,-1208,ã
85,87,112,85,20,128,-1200,ã
85,92,112,88,29,112,-1200,ã
84,91,111,88,24,120,-1216,ã
85,90,112,84,22,136,-1224,ã
85,94,112,84,15,144,-1224,ã
84,90,110,85,15,168,-1224,ã
84,88,111,82,15,88,-1216,ã
85,90,111,86,24,120,-1208,ã
85,92,112,86,27,128,-1200,ã
86,94,111,87,27,136,-1208,ã
85,90,112,85,15,112,-1224,ã
85,89,111,86,20,120,-1224,ã
84,90,111,83,11,136,-1224,ã
88,89,110,84,22,120,-1200,ã
91,90,111,85,22,88,-1208,ã
90,93,112,87,27,136,-1232,ã
97,94,112,88,24,128,-1208,ã
100,91,112,88,24,112,-1184,ã
94,92,111,84,15,144,-1224,ã
94,85,110,85,11,152,-1232,ã
93,90,110,83,22,128,-1216,ã
93,90,110,85,24,128,-1224,ã
92,94,112,86,29,128,-1232,ã
85,89,112,86,20,96,-1192,ã
77,92,109,84,20,80,-1224,ã
73,90,110,85,20,128,-1208,ã
77,88,110,82,11,112,-1192,ã
85,88,111,82,18,136,-1224,ã
111,90,111,86,22,112,-1224,ã
103,93,112,87,20,88,-1208,ã
97,92,111,86,18,88,-1240,ã
98,91,112,82,20,112,-1216,ã
109,90,110,84,18,104,-1232,ã
104,87,110,83,13,96,-1232,ã
90,93,109,83,18,104,-1208,ã
100,90,111,84,20,120,-1216,ã
111,86,110,84,20,104,-1192,ã
103,89,109,82,22,104,-1232,ã
92,87,111,83,22,160,-1200,ã
103,89,110,82,22,160,-1232,ã
100,87,109,82,13,128,-1240,ã
95,86,110,83,11,-8,-1200,ã
94,90,110,84,22,152,-1232,ã
94,91,112,84,22,168,-1208,ã
93,89,110,84,22,104,-1208,ã
94,91,110,84,18,112,-1216,ã
93,90,110,81,20,104,-1224,ã
91,85,110,81,11,64,-1216,ã
93,89,108,82,11,104,-1224,ã
92,90,110,84,22,96,-1216,ã
91,92,108,84,20,120,-1208,ã
90,90,109,81,20,120,-1216,ã
91,89,109,82,20,104,-1232,ã
92,88,110,82,13,112,-1224,ã
91,85,109,81,11,120,-1232,ã
91,89,108,82,15,112,-1216,ã
91,90,110,83,20,120,-1200,ã
92,91,109,81,15,120,-1232,ã
91,90,109,82,18,112,-1240,ã
90,90,108,83,18,112,-1216,ã
91,90,109,82,13,112,-1216,ã
90,87,108,81,9,120,-1224,ã
91,88,109,81,15,120,-1216,ã
91,91,110,83,20,120,-1232,ã
91,88,110,83,20,120,-1224,ã
91,87,109,82,13,112,-1208,ã
90,88,109,81,11,120,-1232,ã
90,88,108,81,13,120,-1240,ã
90,87,109,81,13,112,-1224,ã
90,87,109,81,15,120,-1232,ã
91,90,110,84,22,120,-1216,ã
91,90,109,82,18,120,-1232,ã
92,86,108,82,20,112,-1224,ã
90,90,110,82,18,112,-1232,ã
89,86,108,80,13,104,-1224,ã
90,85,109,80,11,112,-1224,ã
91,85,109,81,18,104,-1200,ã
91,90,109,83,22,120,-1232,ã
90,88,110,81,22,104,-1224,ã
90,90,109,81,18,112,-1216,ã
91,89,110,82,15,104,-1216,ã
90,85,109,80,11,104,-1216,ã
89,86,108,81,13,104,-1224,ã
90,89,109,81,18,104,-1224,ã
90,90,110,82,22,104,-1224,ã
90,91,108,83,15,104,-1216,ã
90,87,109,83,20,104,-1216,ã
88,90,107,80,15,112,-1216,ã
89,86,109,80,9,104,-1216,ã
90,86,108,82,15,104,-1224,ã
90,89,109,82,18,104,-1224,ã
90,90,110,82,22,128,-1240,ã
90,88,110,82,18,112,-1224,ã
90,90,110,82,11,112,-1208,ã
89,87,110,82,11,120,-1232,ã
88,86,108,81,13,104,-1224,ã
88,84,108,79,9,112,-1224,ã
90,88,110,82,18,104,-1216,ã
91,90,109,83,15,120,-1224,ã
89,87,109,82,18,120,-1248,ã
90,90,109,82,11,104,-1232,ã
90,90,109,82,13,104,-1232,ã
88,84,108,80,9,112,-1208,ã
90,85,106,81,15,104,-1216,ã
90,89,109,81,18,136,-1232,ã
90,90,110,81,13,112,-1240,ã
90,90,108,82,15,104,-1216,ã
90,90,109,81,15,112,-1208,ã
87,90,108,82,11,120,-1224,ã
88,85,108,80,2,104,-1200,ã
89,89,108,78,20,112,-1216,ã
88,88,109,82,18,128,-1240,ã
90,91,109,80,20,128,-1232,ã
87,86,108,81,15,112,-1200,ã
89,89,107,80,15,104,-1200,ã
88,88,108,80,15,112,-1208,ã
87,86,107,80,9,112,-1216,ã
88,89,107,81,13,112,-1200,ã
89,88,109,82,20,112,-1224,ã
87,89,109,80,20,112,-1216,ã
88,93,110,81,18,120,-1232,ã
88,86,108,81,20,120,-1232,ã
89,89,109,81,15,112,-1208,ã
88,86,108,79,6,112,-1200,ã
88,84,107,80,15,104,-1224,ã
88,88,109,82,18,112,-1216,ã
87,91,108,82,13,112,-1232,ã
90,88,109,83,18,104,-1224,ã
90,85,109,82,18,112,-1232,ã
89,89,108,81,13,104,-1216,ã
87,87,108,80,11,104,-1224,ã
87,85,109,81,11,112,-1232,ã
88,90,109,82,18,120,-1224,ã
89,90,108,82,13,120,-1232,ã
88,89,108,82,15,112,-1224,ã
89,89,107,81,9,104,-1200,ã
90,88,108,80,15,120,-1224,ã
89,85,108,78,11,104,-1224,ã
89,87,109,81,9,120,-1216,ã
90,89,109,82,18,120,-1224,ã
89,91,107,82,18,96,-1216,ã
89,90,108,82,11,112,-1208,ã
86,91,108,81,11,112,-1216,ã
89,88,109,80,13,104,-1208,ã
87,85,107,81,6,112,-1208,ã
89,85,107,79,15,112,-1200,ã
89,89,108,81,20,112,-1224,ã
89,89,108,82,20,120,-1232,ã
90,90,109,81,22,104,-1216,ã
90,89,108,81,13,112,-1216,ã
88,88,107,81,9,104,-1208,ã
88,87,106,79,11,120,-1232,ã
90,87,109,79,9,104,-1224,ã
88,89,109,81,18,112,-1200,ã
89,88,108,81,15,104,-1192,ã
90,85,108,82,11,120,-1224,ã
90,88,109,79,9,120,-1240,ã
88,87,107,79,9,112,-1192,ã
88,85,108,79,11,104,-1224,ã
87,84,106,79,11,120,-1224,ã
89,90,108,82,18,120,-1216,ã
88,86,109,81,18,112,-1232,ã
89,91,108,81,20,120,-1232,ã
88,88,109,82,15,112,-1208,ã
88,85,107,79,9,112,-1216,ã
88,83,108,78,4,104,-1200,ã
90,86,107,78,15,104,-1208,ã
89,90,108,82,20,112,-1216,ã
89,89,107,80,15,120,-1224,ã
87,85,107,82,18,120,-1208,ã
89,85,108,79,15,120,-1232,ã
88,85,107,77,11,112,-1216,ã
88,84,107,79,9,128,-1256,ã
87,86,107,80,15,120,-1224,ã
89,90,108,82,20,96,-1208,ã
89,91,108,82,13,112,-1184,ã
88,90,109,82,9,112,-1200,ã
88,87,108,81,9,112,-1216,ã
86,87,106,79,6,120,-1240,ã
87,85,106,80,13,120,-1224,ã
87,88,107,81,18,120,-1216,ã
88,90,108,82,22,120,-1208,ã
87,90,106,81,18,112,-1200,ã
90,88,107,82,11,112,-1216,ã
88,88,107,80,15,120,-1216,ã
87,84,105,79,9,120,-1200,ã
88,85,106,78,13,128,-1232,ã
88,88,107,79,20,112,-1200,ã
88,90,108,82,20,120,-1224,ã
88,89,106,82,20,128,-1224,ã
88,90,106,81,13,128,-1232,ã
89,86,107,80,13,112,-1216,ã
87,85,105,77,6,120,-1224,ã
88,85,107,77,13,112,-1200,ã
90,88,108,81,18,120,-1216,ã
89,89,108,80,15,120,-1216,ã
90,89,108,80,18,120,-1200,ã
88,88,106,79,6,120,-1208,ã
88,88,107,81,15,120,-1208,ã
87,85,105,79,9,104,-1200,ã
87,88,106,79,13,120,-1216,ã
89,85,108,79,15,120,-1200,ã
90,86,108,78,18,120,-1224,ã
89,90,107,80,18,112,-1224,ã
89,89,107,80,13,112,-1200,ã
88,85,107,81,11,128,-1216,ã
87,85,106,78,9,112,-1200,ã
88,87,107,77,13,128,-1224,ã
89,87,108,80,15,120,-1224,ã
90,87,106,82,15,112,-1216,ã
88,85,105,79,11,112,-1208,ã
90,88,105,79,11,128,-1232,ã
88,85,106,79,11,120,-1240,ã
88,82,106,79,9,112,-1208,ã
88,85,105,81,18,120,-1208,ã
89,89,108,81,18,104,-1208,ã
89,89,107,82,11,112,-1208,ã
88,89,108,81,13,112,-1216,ã
88,88,107,79,6,112,-1208,ã
89,87,106,80,9,112,-1200,ã
88,85,106,79,9,104,-1216,ã
89,82,105,78,11,112,-1200,ã
89,89,107,81,20,120,-1200,ã
89,87,105,81,15,120,-1216,ã
90,88,105,83,15,128,-1248,ã
90,88,105,80,15,120,-1208,ã
89,86,107,79,6,104,-1208,ã
89,85,105,78,9,120,-1208,ã
87,85,107,79,15,128,-1216,ã
90,89,107,81,18,104,-1208,ã
89,88,107,81,20,128,-1224,ã
88,88,105,78,11,120,-1208,ã
89,89,106,80,11,112,-1200,ã
87,85,105,78,6,128,-1224,ã
88,85,106,78,11,128,-1240,ã
88,86,106,80,18,104,-1208,ã
89,89,108,81,20,112,-1216,ã
90,88,108,81,13,120,-1224,ã
90,89,106,80,15,120,-1216,ã
87,87,105,82,18,120,-1224,ã
88,83,106,79,6,112,-1216,ã
88,82,106,79,11,112,-1200,ã
88,87,106,79,15,112,-1208,ã
90,89,107,81,18,120,-1208,ã
88,88,106,82,18,104,-1208,ã
88,90,107,81,20,120,-1232,ã
88,89,108,78,11,120,-1232,ã
88,82,106,78,6,128,-1200,ã
90,85,106,79,11,112,-1200,ã
88,86,106,80,18,128,-1232,ã
89,89,107,80,18,112,-1216,ã
90,90,108,79,9,112,-1216,ã
88,85,106,79,9,112,-1208,ã
87,87,106,79,11,112,-1216,ã
87,84,106,79,11,120,-1224,ã
88,87,105,77,13,120,-1216,ã
88,87,106,81,13,120,-1224,ã
88,88,106,80,18,112,-1216,ã
87,86,105,80,11,128,-1224,ã
87,89,107,77,18,112,-1216,ã
88,85,106,79,9,112,-1200,ã
88,85,105,78,9,120,-1216,ã
87,86,107,79,9,128,-1224,ã
87,89,107,81,20,120,-1224,ã
88,85,106,81,13,112,-1208,ã
87,87,106,80,15,128,-1224,ã
88,84,106,80,15,112,-1216,ã
87,86,105,78,11,128,-1232,ã
87,83,105,77,6,120,-1208,ã
85,86,106,81,15,112,-1216,ã
87,89,106,81,18,120,-1224,ã
86,85,106,80,11,104,-1216,ã
88,90,106,80,13,120,-1224,ã
87,90,107,81,6,128,-1232,ã
86,85,106,79,9,128,-1224,ã
87,84,105,77,4,112,-1208,ã
89,87,107,81,13,120,-1248,ã
91,90,107,83,18,128,-1200,ã
93,87,106,82,13,144,-1208,ã
92,86,107,86,11,136,-1200,ã
94,88,106,86,13,136,-1216,ã
92,84,106,82,9,128,-1224,ã
92,79,106,84,6,128,-1208,ã
90,85,107,84,15,120,-1200,ã
90,88,107,84,18,128,-1208,ã
89,87,105,82,20,136,-1216,ã
88,86,106,82,18,144,-1224,ã
88,87,106,81,13,120,-1200,ã
88,85,104,80,4,160,-1232,ã
87,85,105,80,11,128,-1216,ã
88,85,106,81,15,152,-1232,ã
88,88,106,82,18,128,-1224,ã
87,89,106,82,13,128,-1200,ã
87,87,106,79,15,128,-1192,ã
86,84,106,81,13,144,-1224,ã
87,83,104,77,4,128,-1216,ã
86,85,106,79,13,120,-1216,ã
87,86,106,81,18,136,-1208,ã
88,88,106,83,20,128,-1216,ã
88,86,105,81,15,128,-1208,ã
88,86,105,81,9,120,-1216,ã
87,87,106,79,13,120,-1208,ã
86,83,104,79,4,136,-1216,ã
87,85,105,79,11,128,-1208,ã
89,85,105,81,18,128,-1216,ã
87,90,106,81,11,136,-1232,ã
88,86,107,79,9,128,-1200,ã
87,85,104,79,13,120,-1208,ã
88,85,106,79,15,128,-1200,ã
88,83,105,79,9,128,-1224,ã
88,80,106,79,13,128,-1208,ã
88,87,106,81,18,128,-1200,ã
89,89,105,79,15,120,-1208,ã
87,88,105,81,9,128,-1208,ã
86,83,105,81,15,128,-1208,ã
87,86,103,78,6,128,-1208,ã
86,82,105,78,9,128,-1200,ã
88,85,105,78,11,136,-1216,ã
88,87,106,81,18,120,-1200,ã
89,86,106,79,9,120,-1216,ã
87,88,106,80,18,120,-1208,ã
87,84,106,81,13,120,-1216,ã
86,84,105,77,9,168,-1224,ã
86,84,104,79,6,136,-1208,ã
87,85,105,79,15,120,-1232,ã
88,88,106,81,20,128,-1232,ã
88,84,105,80,18,112,-1208,ã
88,88,106,81,15,128,-1216,ã
86,85,104,81,18,128,-1208,ã
87,84,105,77,6,128,-1200,ã
86,84,105,80,11,120,-1200,ã
88,85,105,79,15,136,-1208,ã
88,88,106,79,15,112,-1216,ã
89,84,105,81,13,112,-1224,ã
89,87,104,80,15,120,-1208,ã
89,86,105,81,13,144,-1208,ã
86,81,104,77,6,120,-1208,ã
86,85,106,77,9,136,-1216,ã
88,87,106,79,18,120,-1216,ã
88,89,105,78,20,136,-1216,ã
88,90,105,80,18,136,-1192,ã
87,87,104,79,11,152,-1232,ã
88,86,104,77,9,136,-1208,ã
88,83,105,75,9,120,-1216,ã
90,84,106,77,13,120,-1216,ã
91,89,106,81,18,128,-1192,ã
88,87,104,80,9,160,-1216,ã
88,86,105,79,13,104,-1208,ã
90,88,105,79,13,104,-1200,ã
88,84,104,75,9,120,-1208,ã
88,86,104,77,4,120,-1208,ã
89,85,105,79,13,128,-1216,ã
90,89,106,79,20,128,-1224,ã
90,87,105,77,20,128,-1192,ã
90,87,105,81,9,128,-1208,ã
90,84,105,79,13,120,-1216,ã
88,84,103,77,6,128,-1216,ã
89,85,105,76,9,120,-1192,ã
90,87,105,79,15,136,-1216,ã
90,88,106,77,13,136,-1224,ã
89,89,105,77,15,128,-1200,ã
89,85,106,77,15,128,-1208,ã
88,85,102,77,9,136,-1224,ã
87,83,104,76,4,136,-1224,ã
88,85,104,78,11,144,-1208,ã
89,88,105,79,18,136,-1216,ã
89,85,104,80,15,144,-1224,ã
88,86,105,79,6,120,-1200,ã
89,86,106,76,11,136,-1208,ã
87,83,104,76,11,152,-1200,ã
88,81,103,77,13,144,-1224,ã
89,85,105,77,15,104,-1200,ã
89,89,105,79,13,136,-1224,ã
89,89,105,78,18,160,-1200,ã
88,86,105,79,13,160,-1224,ã
87,87,105,77,6,152,-1224,ã
88,83,104,77,9,144,-1224,ã
87,84,104,77,13,136,-1216,ã
88,87,105,77,15,120,-1192,ã
89,86,105,77,13,136,-1224,ã
88,87,105,78,13,112,-1200,ã
90,85,104,78,11,144,-1208,ã
88,85,104,79,4,136,-1200,ã
87,81,104,78,9,120,-1216,ã
87,83,104,81,18,112,-1192,ã
89,87,105,84,20,128,-1208,ã
87,87,105,88,20,128,-1216,ã
91,87,106,100,15,120,-1216,ã
92,87,104,117,13,104,-1208,ã
89,85,104,116,4,120,-1216,ã
90,85,105,115,11,112,-1208,ã
90,86,105,117,15,136,-1240,ã
91,85,103,113,13,128,-1208,ã
89,90,104,111,18,112,-1208,ã
87,88,104,109,15,120,-1216,ã
87,88,103,109,11,120,-1208,ã
87,84,104,107,9,128,-1224,ã
88,83,104,107,13,120,-1208,ã
88,88,104,108,20,112,-1200,ã
87,89,105,108,9,120,-1200,ã
87,85,105,106,18,120,-1192,ã
88,87,104,106,6,120,-1200,ã
86,85,103,102,9,120,-1216,ã
87,85,102,104,6,120,-1208,ã
87,86,104,105,15,128,-1208,ã
88,89,104,104,15,88,-1224,ã
88,88,103,104,13,128,-1224,ã
87,84,104,103,9,104,-1224,ã
88,83,104,104,15,128,-1240,ã
85,85,103,99,6,128,-1232,ã
86,86,104,100,18,112,-1200,ã
87,87,104,102,18,120,-1216,ã
88,86,103,103,15,120,-1200,ã
89,87,105,100,9,120,-1224,ã
87,87,104,100,13,112,-1208,ã
87,85,103,99,4,136,-1240,ã
87,84,103,98,6,112,-1224,ã
87,83,103,99,13,112,-1200,ã
88,88,104,100,20,104,-1200,ã
89,86,104,98,13,128,-1232,ã
87,85,104,97,11,120,-1216,ã
87,88,102,96,9,120,-1224,ã
88,81,103,96,6,128,-1216,ã
88,86,105,97,9,112,-1224,ã
90,87,104,97,18,128,-1216,ã
89,90,102,95,15,120,-1208,ã
90,87,104,95,13,120,-1216,ã
37,45,105,107,81,400,-1016,ä
37,45,105,108,85,360,-1008,ä
40,42,105,126,81,368,-1024,ä
38,44,103,132,74,376,-1016,ä
40,43,102,126,76,376,-1024,ä
40,41,102,125,67,368,-1008,ä
40,43,102,120,67,392,-1024,ä
40,44,104,105,74,368,-1008,ä
40,45,104,138,74,416,-1000,ä
40,45,104,103,72,376,-1040,ä
40,43,103,106,74,384,-1056,ä
40,45,103,126,76,360,-1016,ä
40,40,102,103,63,328,-1008,ä
40,43,103,102,58,392,-1008,ä
40,45,104,122,76,360,-1008,ä
40,45,104,158,63,352,-1008,ä
40,42,103,110,81,352,-1016,ä
41,44,104,118,83,376,-1032,ä
40,46,104,126,78,416,-1032,ä
40,44,104,109,74,384,-1040,ä
40,48,103,111,81,336,-1008,ä
41,49,103,116,85,416,-1040,ä
40,46,104,113,81,336,-1016,ä
38,48,104,118,85,360,-960,ä
37,41,102,112,76,376,-960,ä
35,43,103,107,76,392,-976,ä
32,40,101,106,65,376,-992,ä
32,41,102,104,72,328,-984,ä
32,44,103,108,81,344,-976,ä
30,42,102,108,81,360,-976,ä
30,45,104,107,81,368,-1000,ä
31,44,102,105,72,360,-984,ä
31,40,101,106,72,376,-992,ä
31,41,102,104,58,368,-1000,ä
32,40,102,106,60,384,-992,ä
32,43,103,106,78,352,-984,ä
32,42,103,104,76,352,-1000,ä
32,43,102,108,69,352,-992,ä
33,44,101,106,74,344,-992,ä
31,40,102,105,65,336,-992,ä
31,41,101,105,60,384,-1000,ä
33,38,102,107,56,352,-984,ä
32,42,102,108,78,360,-984,ä
32,43,102,106,65,376,-1000,ä
31,42,101,118,67,368,-992,ä
32,42,102,156,67,336,-992,ä
32,41,99,106,63,360,-984,ä
31,40,101,143,54,368,-992,ä
30,39,99,103,63,360,-992,ä
32,43,102,127,78,376,-992,ä
32,40,102,106,78,376,-992,ä
31,42,100,105,76,344,-984,ä
32,40,101,105,72,368,-984,ä
32,38,100,104,60,376,-1000,ä
32,40,100,107,60,384,-992,ä
31,43,100,104,67,376,-992,ä
33,42,102,106,76,352,-976,ä
32,42,100,104,74,352,-984,ä
32,41,100,124,67,344,-984,ä
33,40,101,114,72,376,-992,ä
31,38,101,104,63,360,-984,ä
32,40,99,102,60,368,-984,ä
33,40,101,118,72,392,-1000,ä
33,42,102,114,81,352,-984,ä
33,40,101,104,69,352,-968,ä
31,43,100,104,72,328,-968,ä
33,42,101,106,69,384,-992,ä
32,40,101,104,63,360,-976,ä
32,40,100,101,65,376,-992,ä
33,43,100,104,72,360,-984,ä
33,42,101,106,78,352,-984,ä
33,43,102,105,74,376,-992,ä
32,44,101,105,76,368,-1016,ä
31,39,101,120,63,376,-992,ä
30,38,100,102,60,360,-992,ä
31,40,100,102,60,352,-1000,ä
31,40,100,103,67,352,-984,ä
32,41,101,121,76,352,-1000,ä
32,43,101,105,81,376,-1008,ä
32,40,101,106,63,352,-992,ä
32,39,99,108,65,336,-992,ä
32,37,98,163,54,344,-992,ä
32,40,100,106,65,368,-1000,ä
33,40,101,102,72,392,-1008,ä
33,42,101,103,72,368,-1000,ä
31,38,99,104,69,344,-992,ä
32,40,99,106,69,360,-992,ä
33,38,101,104,63,360,-1000,ä
32,40,98,101,58,328,-984,ä
32,40,101,100,63,360,-984,ä
32,40,100,103,76,376,-1000,ä
33,40,100,102,74,352,-984,ä
32,42,100,102,74,344,-984,ä
32,38,100,102,74,352,-1000,ä
32,40,99,103,65,360,-992,ä
32,38,100,100,56,360,-992,ä
31,40,99,101,63,352,-992,ä
32,41,100,102,74,360,-1000,ä
32,41,100,103,65,368,-1000,ä
32,40,100,102,67,368,-992,ä
33,42,99,102,74,360,-976,ä
32,37,99,100,69,376,-984,ä
32,39,99,99,60,336,-968,ä
32,40,98,102,60,376,-976,ä
33,42,100,103,74,368,-960,ä
31,42,100,103,72,376,-976,ä
32,41,99,103,72,384,-968,ä
32,39,99,103,67,392,-976,ä
32,40,100,102,67,352,-976,ä
32,40,99,102,60,392,-992,ä
31,38,97,99,63,352,-976,ä
31,42,100,102,74,360,-968,ä
30,40,101,102,65,352,-960,ä
30,41,101,104,74,360,-952,ä
28,42,98,103,63,368,-976,ä
27,40,99,100,67,384,-976,ä
28,37,99,100,56,344,-968,ä
27,41,99,102,67,352,-968,ä
27,41,100,103,74,360,-968,ä
27,39,100,104,67,376,-968,ä
26,38,98,100,63,360,-960,ä
